Company_Name,Company_Rating,Company_Review,Company_Type,Company_Head_Quarter,Company_Old,Company_Employees
Essel Infraproje...,3.9,(104 Reviews),Private,"Noida,Uttar Pradesh + 20 more",36 years old,1k-5k Employees (India)
Sula Vineyards,4.2,(104 Reviews),Private,Nashik + 10 more,27 years old,501-1k Employees (India)
Kanakia Spaces,3.6,(104 Reviews),Private,"Mumbai,Maharashtra",37 years old,51-200 Employees (India)
CTR Manufacturin...,3.8,(104 Reviews),Public,"Pune,Maharashtra + 7 more",59 years old,51-200 Employees (India)
CIGNEX,4.3,(104 Reviews),Private,"Livonia,Michigan + 7 more",23 years old,201-500 Employees (India)
Educational Init...,4.0,(104 Reviews),Private,"Ahmedabad,Gujarat + 19 more",22 years old,201-500 Employees (India)
Bilt,3.6,(104 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",78 years old,1k-5k Employees (India)
Kobelco Construc...,4.3,(104 Reviews),Private,Noida + 16 more,16 years old,201-500 Employees (India)
Smart Works,3.6,(104 Reviews),Private,"Delhi,NCT + 11 more",7 years old,201-500 Employees (India)
PACL India,3.6,(104 Reviews),Private,"New Delhi,Delhi + 40 more",27 years old,1k-5k Employees (Global)
Neolite Zkw Ligh...,3.7,(104 Reviews),Private,"Delhi/NCR,Delhi + 7 more",71 years old,201-500 Employees (India)
Linc,3.8,(104 Reviews),Public,"Kolkata,West Bengal + 18 more",47 years old,1k-5k Employees (India)
Apache Footwear,4.1,(104 Reviews),Private,Nellore + 6 more,32 years old,51-200 Employees (India)
Panda Retail Com...,4.5,(104 Reviews),Private,Jeddah + 10 more,45 years old,1-10 Employees (India)
Alysj jv,4.5,(104 Reviews),Private,Al Rayyan + 1 more,9 years old,51-200 Employees (India)
Praxis home Reta...,4.2,(104 Reviews),Public,Mumbai + 23 more,16 years old,1k-5k Employees (India)
Jms Mining Servi...,3.8,(104 Reviews),Private,Kolkata + 14 more,21 years old,201-500 Employees (India)
VISTRA INTERNATI...,3.8,(104 Reviews),"Boston,Massachusetts + 3 more",31 years old,501-1k Employees (India),
Oaknet Healthcar...,3.8,(104 Reviews),Private,"Mumbai,Maharashtra + 25 more",8 years old,201-500 Employees (India)
Indifi Technolog...,3.8,(103 Reviews),Private,"Gurgaon,Haryana + 4 more",8 years old,501-1k Employees (India)
Takenaka,3.8,(103 Reviews),Private,Osaka + 12 more,86 years old,201-500 Employees (India)
Roha Dyechem,3.1,(103 Reviews),Private,"Mumbai,Maharashtra + 6 more",51 years old,501-1k Employees (India)
Pothys,4.1,(103 Reviews),Private,"Chennai,Tamil Nadu + 10 more",100 years old,501-1k Employees (India)
WM Logistics,3.7,(103 Reviews),Private,Houstan,12 years old,501-1k Employees (India)
Tata Main Hospit...,3.6,(103 Reviews),Jamshedpur + 4 more,115 years old,1k-5k Employees (Global),
Apex Hospital,4.0,(103 Reviews),Private,"Jaipur,Rajasthan + 18 more",29 years old,51-200 Employees (Global)
Smiiel - A Unit ...,4.0,(103 Reviews),Noida + 2 more,28 years old,51-200 Employees (India),
Hudson Agile Ven...,3.9,(103 Reviews),Chennai + 6 more,51-200 Employees (India),,
KHY ELECTRONIC,3.7,(103 Reviews),Noida + 5 more,11-50 Employees (India),,
Skillmine Techno...,4.2,(103 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",12 years old,501-1k Employees (India)
Incture Technolo...,3.0,(103 Reviews),Private,Banglore + 1 more,17 years old,501-1k Employees (India)
Harita Fehrer,4.0,(103 Reviews),Private,"Hosur,Tamil Nadu + 4 more",13 years old,51-200 Employees (India)
Toyo INK,4.3,(103 Reviews),Private,Tokyo + 9 more,17 years old,11-50 Employees (India)
Ritu Kumar,3.9,(103 Reviews),Private,Gurgaon + 22 more,54 years old,501-1k Employees (India)
Intense Technolo...,4.2,(103 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",33 years old,501-1k Employees (India)
Mutual Industrie...,3.1,(103 Reviews),Public,"Mumbai,Maharashtra + 7 more",44 years old,201-500 Employees (India)
Pie Infocomm,4.3,(103 Reviews),Private,"Lucknow,Uttar Pradesh + 2 more",21 years old,1-10 Employees (India)
Puthur Infotech,3.5,(103 Reviews),"Bangalore/Bengaluru,Karnataka + 27 more",17 years old,501-1k Employees (India),
Repro India,3.8,(103 Reviews),Public,"Mumbai,Maharashtra + 10 more",39 years old,501-1k Employees (India)
STPL,4.5,(103 Reviews),Private,San Mateo + 19 more,19 years old,51-200 Employees (India)
Ministry of Rura...,4.3,(103 Reviews),Public,New Delhi + 47 more,49 years old,51-200 Employees (India)
ABCD,3.7,(103 Reviews),Private,Brooklyn + 25 more,201-500 Employees (India),
SurePrep,3.7,(103 Reviews),Private,"Irvine,California + 2 more",21 years old,51-200 Employees (India)
Gem Engserv,4.0,(103 Reviews),Private,Navi Mumbai + 12 more,14 years old,51-200 Employees (India)
FSS,3.5,(103 Reviews),Private,"Chennai,Tamil Nadu + 12 more",32 years old,1k-5k Employees (India)
Lanson Toyota,4.2,(103 Reviews),Private,Chennai + 5 more,23 years old,1k-5k Employees (India)
AYTB,3.7,(103 Reviews),Private,Al Jubail + 5 more,44 years old,51-200 Employees (India)
Garden Reach Shi...,4.2,(103 Reviews),Kolkata + 3 more,89 years old,1k-5k Employees (India),
Tata Memorial Ce...,4.3,(103 Reviews),Mumbai + 8 more,82 years old,1k-5k Employees (India),
Edelweiss Brokin...,3.8,(103 Reviews),Private,Mumbai + 24 more,28 years old,1k-5k Employees (Global)
Tenon Facility M...,3.7,(103 Reviews),"Gurgaon/Gurugram,Haryana + 15 more",28 years old,201-500 Employees (India),
HostBooks,4.0,(103 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",14 years old,201-500 Employees (India)
Coronis It Syste...,4.0,(103 Reviews),Mohali + 3 more,201-500 Employees (India),,
STT Global Data ...,4.2,(103 Reviews),Mumbai + 10 more,19 years old,201-500 Employees (India),
Altum Credo Home...,4.0,(103 Reviews),Private,"Pune,Maharashtra + 26 more",7 years old,501-1k Employees (India)
Shaadi.com,3.6,(103 Reviews),Private,"Mumbai,Maharashtra + 22 more",27 years old,201-500 Employees (India)
DynPro,3.8,(103 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",27 years old,51-200 Employees (India)
GEETANJALI HOMES...,4.3,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",10 years old,501-1k Employees (India)
TMTL,3.9,(102 Reviews),Chennai + 15 more,18 years old,10k-50k Employees (India),
Adlabs Imagica,4.1,(102 Reviews),Private,"Mumbai,Maharashtra + 4 more",13 years old,201-500 Employees (India)
AIDA Cruises,4.7,(102 Reviews),Private,Rostock + 6 more,27 years old,201-500 Employees (India)
Orion Innovation,4.0,(102 Reviews),Private,New Jersey + 8 more,30 years old,1k-5k Employees (India)
DTC Projects,4.0,(102 Reviews),Private,"Kolkata,West Bengal + 6 more",53 years old,51-200 Employees (India)
Optimus Drugs,3.9,(102 Reviews),Private,Hyderabad + 3 more,19 years old,201-500 Employees (India)
CIBERsites India,3.6,(102 Reviews),Private,Troy + 3 more,49 years old,501-1k Employees (India)
Fourth Dimension...,2.6,(102 Reviews),Public,New Delhi + 15 more,12 years old,201-500 Employees (India)
Maschio Gaspardo,4.0,(102 Reviews),Private,"Pune,Maharashtra + 12 more",59 years old,201-500 Employees (India)
Maccaferri,3.9,(102 Reviews),Private,Bologna + 14 more,144 years old,201-500 Employees (India)
Crescent Foundry,3.8,(102 Reviews),Private,Kolkata + 6 more,41 years old,501-1k Employees (India)
Aksh Optifibre,3.7,(102 Reviews),Public,"Delhi/NCR,New Delhi + 10 more",37 years old,201-500 Employees (India)
Camp K-12,3.0,(102 Reviews),Private,"Gurgaon,Haryana + 3 more",13 years old,51-200 Employees (India)
Jagsonpal Pharma...,3.7,(102 Reviews),Public,"Delhi/NCR,Delhi + 26 more",59 years old,1k-5k Employees (India)
Global Cloud Xch...,3.5,(102 Reviews),Private,Hamilton + 5 more,35 years old,501-1k Employees (India)
STMicroelectroni...,4.3,(102 Reviews),Private,"Geneva,Geneva + 2 more",36 years old,1k-5k Employees (India)
Dynamic Benefici...,4.3,(102 Reviews),Private,"Chandigarh,Chandigarh + 29 more",12 years old,1k-5k Employees (India)
Dr. Ram Manohar ...,4.3,(102 Reviews),Private,New Delhi + 5 more,91 years old,201-500 Employees (India)
Riddhi Corporate...,4.1,(102 Reviews),Public,Ahmedabad + 24 more,13 years old,11-50 Employees (India)
Emrill Services ...,4.2,(102 Reviews),Dubai + 2 more,21 years old,5k-10k Employees (Global),
Lilavati Hospita...,4.2,(102 Reviews),Private,"Mumbai,Maharashtra + 6 more",26 years old,1k-5k Employees (India)
Amps Electrical ...,3.5,(102 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",24 years old,201-500 Employees (India)
Oman National En...,4.0,(102 Reviews),Muscat + 4 more,45 years old,1k-5k Employees (Global),
Maharishi Markan...,3.8,(102 Reviews),Ambala + 4 more,30 years old,501-1k Employees (India),
WSP,4.2,(102 Reviews),Private,Montreal + 8 more,64 years old,1k-5k Employees (India)
Betsol,3.7,(102 Reviews),Private,"Broomfield,Colorado + 1 more",21 years old,501-1k Employees (India)
Edwise Internati...,3.8,(102 Reviews),Private,Mumbai + 14 more,32 years old,201-500 Employees (India)
Sahajanand Medic...,3.8,(102 Reviews),Private,"Surat,Gujarat + 19 more",25 years old,501-1k Employees (India)
Sigma Freudenber...,4.2,(102 Reviews),Private,"Milan,Ohio + 9 more",23 years old,1k-5k Employees (India)
Edureka!,3.3,(102 Reviews),Private,"Bangalore,Karnataka + 6 more",12 years old,201-500 Employees (India)
99acres,3.8,(102 Reviews),Public,Noida + 16 more,18 years old,1k-5k Employees (India)
Kopran,3.8,(102 Reviews),Public,"Mumbai,Maharashtra + 10 more",65 years old,501-1k Employees (India)
Kiran Motors,4.0,(102 Reviews),Private,"Ahmedabad,Gujarat + 9 more",37 years old,501-1k Employees (Global)
Jotun Paints,4.0,(102 Reviews),Private,Sandefjord + 17 more,97 years old,201-500 Employees (India)
Hi-Tech,4.1,(102 Reviews),Public,"Ghaziabad,Uttar Pradesh + 34 more",19 years old,11-50 Employees (India)
Nerdy Turtlez,3.2,(102 Reviews),"Noida,Uttar Pradesh + 3 more",14 years old,201-500 Employees (India),
Satvat Infosol,3.8,(102 Reviews),Private,"Chennai,Tamil Nadu + 2 more",24 years old,201-500 Employees (India)
Mandovi Motors,4.3,(102 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",39 years old,1k-5k Employees (India)
Kutch Chemical I...,4.0,(102 Reviews),Public,Ahmedabad + 1 more,19 years old,1k-5k Employees (India)
Vnr Seeds,3.9,(102 Reviews),Raipur + 17 more,19 years old,51-200 Employees (India),
Cadeploy Enginee...,2.7,(102 Reviews),Private,"San Ramon,California + 3 more",11 years old,501-1k Employees (India)
Botree Software ...,3.9,(102 Reviews),Private,"Chennai,Tamil Nadu + 10 more",26 years old,201-500 Employees (India)
Leena Powertech ...,3.6,(102 Reviews),Private,Mumbai + 7 more,28 years old,51-200 Employees (India)
URS Scott Wilson...,4.2,(102 Reviews),Private,"Delhi/NCR,Delhi + 33 more",72 years old,51-200 Employees (India)
BigStep Technolo...,4.6,(102 Reviews),Private,"Gurgaon/Gurugram,Haryana",15 years old,51-200 Employees (India)
Diamondpick,4.0,(102 Reviews),Private,"Iselin,New Jersey + 1 more",5 years old,1k-5k Employees (India)
Billedright Heal...,4.5,(102 Reviews),Private,"Longwood,Florida + 1 more",17 years old,
Leverage Edu,3.8,(102 Reviews),Private,"Delhi,NCT + 6 more",6 years old,51-200 Employees (India)
Protean eGov Tec...,3.8,(102 Reviews),Mumbai + 6 more,,,
ZF Wabco,3.9,(102 Reviews),Chennai + 9 more,,,
Reliance Group,4.0,(8.7k Reviews),Private,Mumbai + 33 more,57 years old,1 Lakh+ Employees (India)
KSB Limited - Ir...,4.0,(370 Reviews),Frankenthal + 12 more,1k-5k Employees (India),,
Mazars,3.2,(115 Reviews),LLP,Paris + 7 more,16 years old,501-1k Employees (India)
SP Apparels,4.4,(101 Reviews),Public,"Coimbatore,Tamil Nadu + 14 more",17 years old,1k-5k Employees (India)
Comvision,4.8,(101 Reviews),Private,Gurgaon + 3 more,11-50 Employees (India),
Annalect,4.1,(101 Reviews),Private,"New York,New York + 4 more",13 years old,501-1k Employees (India)
Nipro India Corp...,3.4,(101 Reviews),Private,"Satara,Maharashtra + 9 more",13 years old,201-500 Employees (India)
Chennais Amirta ...,3.6,(101 Reviews),Private,"Chennai,Tamil Nadu + 11 more",13 years old,501-1k Employees (India)
Sandvik Mining a...,4.1,(101 Reviews),Udaipur + 13 more,1k-5k Employees (India),,
Mirafra Technolo...,4.0,(101 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,501-1k Employees (India)
LatentView Analy...,4.0,(101 Reviews),Private,"Princeton,New Jersey + 2 more",17 years old,501-1k Employees (India)
CETPA InfoTech,4.0,(101 Reviews),Private,"Noida,Uttar Pradesh + 4 more",21 years old,501-1k Employees (India)
Carwale,3.9,(101 Reviews),Private,"Mumbai,Maharashtra + 13 more",18 years old,501-1k Employees (India)
Net Access India,3.7,(101 Reviews),Public,"Chennai,Tamil Nadu + 14 more",26 years old,501-1k Employees (Global)
Paramatrix Techn...,4.4,(101 Reviews),Private,"Mumbai,Maharashtra + 2 more",19 years old,51-200 Employees (India)
Sapphire Softwar...,4.7,(101 Reviews),Private,"Ahmedabad,Gujarat + 1 more",23 years old,51-200 Employees (India)
Orient Paper Mil...,3.6,(101 Reviews),Kolkata + 7 more,84 years old,1k-5k Employees (India),
Motilal Oswal Se...,4.1,(101 Reviews),Mumbai + 18 more,1k-5k Employees (Global),,
KDK Software,4.2,(101 Reviews),Private,"Jaipur,Rajasthan + 6 more",20 years old,51-200 Employees (India)
Quadlabs Technol...,4.3,(101 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",17 years old,51-200 Employees (India)
Turner Construct...,4.1,(101 Reviews),Private,"New York,New York State + 13 more",121 years old,51-200 Employees (India)
Jayem Automotive...,3.4,(101 Reviews),Private,"Chennai,Tamil Nadu + 3 more",32 years old,501-1k Employees (India)
RS Software,3.7,(101 Reviews),Public,Milpitas + 2 more,32 years old,201-500 Employees (India)
RateGain,3.6,(101 Reviews),Private,"London,England + 2 more",19 years old,201-500 Employees (India)
Gini & Jony,3.6,(101 Reviews),Private,"Mumbai,Maharashtra + 23 more",43 years old,501-1k Employees (India)
Windsor Machines,3.8,(101 Reviews),Public,"Ahmedabad,Gujarat + 14 more",60 years old,501-1k Employees (India)
Vision Rx Lab,4.2,(101 Reviews),Kolkata + 18 more,64 years old,501-1k Employees (India),
Municipal Corpor...,4.3,(101 Reviews),Public,Mumbai + 2 more,135 years old,1 Lakh+ Employees (India)
Macmet Engineeri...,3.8,(101 Reviews),Private,"Kolkata,West Bengal + 9 more",33 years old,501-1k Employees (India)
Umedica Laborato...,3.3,(101 Reviews),Private,"Mumbai,Maharashtra + 4 more",41 years old,51-200 Employees (India)
Maxinfra,4.4,(101 Reviews),Private,Hyderabad + 11 more,48 years old,51-200 Employees (India)
First Abu Dhabi ...,2.8,(101 Reviews),Public,"Abu Dhabi,Abu Dhabi + 4 more",6 years old,201-500 Employees (India)
Bhansali Enginee...,3.3,(101 Reviews),Public,"Mumbai,Maharashtra + 7 more",39 years old,501-1k Employees (India)
RWS Group,4.1,(101 Reviews),Private,Chalfont St Peter + 7 more,67 years old,5k-10k Employees (India)
Rave Technologie...,3.6,(101 Reviews),Private,"Mumbai,Maharashtra + 3 more",36 years old,501-1k Employees (India)
Inditex,3.8,(345 Reviews),Private,"Arteixo,A Coruna + 14 more",60 years old,1k-5k Employees (India)
Mahindra Agri So...,4.1,(159 Reviews),Mumbai + 27 more,23 years old,201-500 Employees (Global),
Hudson's Bay Com...,4.0,(114 Reviews),Private,Brampton + 1 more,353 years old,501-1k Employees (India)
Ga Digital Web W...,3.7,(100 Reviews),Private,"Ghaziabad,Uttar Pradesh + 20 more",20 years old,201-500 Employees (India)
Trident Automobi...,4.2,(100 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",25 years old,201-500 Employees (India)
Navitas Life Sci...,4.0,(100 Reviews),Private,Princeton + 3 more,22 years old,201-500 Employees (India)
Damodar Valley C...,4.0,(100 Reviews),Kolkata + 12 more,75 years old,5k-10k Employees (India),
Barbrik Project,3.8,(100 Reviews),Public,Surajpur + 15 more,15 years old,501-1k Employees (India)
GCMMF,4.0,(100 Reviews),Anand + 33 more,77 years old,,
Jasmin Infotech,4.3,(100 Reviews),Private,"Chennai,Tamil Nadu",25 years old,501-1k Employees (India)
Hitachi Home & L...,4.0,(100 Reviews),Private,Kadi + 19 more,39 years old,1-10 Employees (India)
B. E. Billimoria,3.5,(100 Reviews),Private,Mumbai + 10 more,65 years old,201-500 Employees (India)
Sneha Farms,3.8,(100 Reviews),Private,Hyderabad + 4 more,41 years old,501-1k Employees (Global)
Al Naboodah,4.7,(100 Reviews),Dubai + 8 more,65 years old,10k-50k Employees (Global),
LOTS Wholesale S...,3.6,(100 Reviews),Gurgaon + 2 more,6 years old,501-1k Employees (India),
Cummins Turbo Te...,4.2,(100 Reviews),Dewas + 4 more,10k-50k Employees (India),,
Pinnacle Industr...,3.8,(100 Reviews),Pithampur + 8 more,27 years old,501-1k Employees (India),
GMM Pfaudler,3.9,(100 Reviews),Public,Mumbai + 7 more,61 years old,501-1k Employees (India)
Atidiv,3.2,(100 Reviews),Private,"Pune,Maharashtra",14 years old,201-500 Employees (India)
ExcelSoft Techno...,3.5,(100 Reviews),Private,"Mysore,Karnataka + 2 more",23 years old,501-1k Employees (India)
Regus,3.2,(100 Reviews),Private,Luxembourg City + 18 more,34 years old,1k-5k Employees (India)
Graphite India,3.7,(100 Reviews),Public,"Nasik/Nashik,Maharashtra + 5 more",61 years old,1k-5k Employees (India)
Head Field Solut...,3.6,(100 Reviews),Private,New Delhi + 2 more,16 years old,501-1k Employees (India)
Multiplier Brand...,3.9,(100 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",7 years old,51-200 Employees (India)
Inventys Researc...,4.1,(100 Reviews),Private,Mumbai + 2 more,17 years old,51-200 Employees (India)
SasMos HET Techn...,3.8,(100 Reviews),Public,Bengaluru + 2 more,16 years old,201-500 Employees (India)
Fermenta Biotech,4.2,(100 Reviews),Public,"Thane,Maharashtra + 6 more",72 years old,501-1k Employees (India)
Infineon Technol...,4.2,(100 Reviews),Private,"Neubiberg,Bavaria + 5 more",24 years old,501-1k Employees (India)
Doshion,2.7,(100 Reviews),Private,Ahmedabad + 4 more,45 years old,1-10 Employees (India)
Emmvee Photovolt...,4.0,(100 Reviews),Private,Bengaluru + 3 more,16 years old,501-1k Employees (India)
Kaefer,4.2,(100 Reviews),Private,Bremen + 10 more,105 years old,51-200 Employees (India)
Sathavahana Ispa...,3.4,(100 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",34 years old,501-1k Employees (India)
Keppel Offshore ...,3.7,(100 Reviews),Private,Mumbai + 11 more,21 years old,51-200 Employees (India)
Montage Enterpri...,4.0,(100 Reviews),Private,"Mumbai,Maharashtra + 8 more",21 years old,201-500 Employees (India)
Exusia,4.5,(100 Reviews),Private,Miami + 7 more,11 years old,201-500 Employees (India)
The Web Plant,4.2,(100 Reviews),Private,New Delhi,12 years old,51-200 Employees (India)
Reliance HR Serv...,4.0,(100 Reviews),Mumbai + 28 more,5k-10k Employees (India),,
SCIO Management ...,4.2,(100 Reviews),Private,Florida + 1 more,14 years old,201-500 Employees (India)
NEARBY TECHNOLOG...,4.1,(100 Reviews),Mumbai + 20 more,7 years old,1k-5k Employees (India),
